assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCF_000027205.1,PRJNA224116,SAMEA2272701,,na,716540,552,Erwinia amylovora ATCC 49946,strain=ATCC 49946,,latest,Complete Genome,Major,Full,40255,ASM2720v1,Wellcome Trust Sanger Institute,GCA_000027205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/205/GCF_000027205.1_ASM2720v1,,
GCF_000091565.1,PRJNA224116,SAMEA3138297,,representative genome,665029,552,Erwinia amylovora CFBP1430,,,latest,Complete Genome,Major,Full,40262,ASM9156v1,Bielefeld Univ,GCA_000091565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/565/GCF_000091565.1_ASM9156v1,,
GCF_000025405.2,PRJNA224116,SAMN02603236,,representative genome,706191,553,Pantoea ananatis LMG 20103,strain=LMG 20103,,latest,Complete Genome,Major,Full,40626,ASM2540v1,Forestry and Agricultural Biotechnology Institute,GCA_000025405.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/405/GCF_000025405.2_ASM2540v1,,
GCF_000233595.1,PRJNA224116,SAMN02603299,,na,1095774,553,Pantoea ananatis PA13,strain=PA13,,latest,Complete Genome,Major,Full,40848,ASM23359v1,Gyeongsang National University,GCA_000233595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/595/GCF_000233595.1_ASM23359v1,,
GCF_000270125.2,PRJNA224116,SAMD00060978,,na,932677,553,Pantoea ananatis AJ13355,strain=AJ13355,,latest,Complete Genome,Minor,Full,42410,ASM27012v2,"Ajinomoto Co.,Inc",GCA_000270125.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/125/GCF_000270125.2_ASM27012v2,,
GCF_000283875.1,PRJNA224116,SAMEA2272583,,na,1123863,553,Pantoea ananatis LMG 5342,strain=LMG 5342,,latest,Complete Genome,Major,Full,40898,ASM28387v1,Center for Biotechnology,GCA_000283875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/875/GCF_000283875.1_ASM28387v1,,
GCF_001543055.1,PRJNA224116,SAMN04445753,,na,553,553,Pantoea ananatis,strain=R100,,latest,Complete Genome,Major,Full,42401,ASM154305v1,"State Key Lab for Rice Biology, China National Rice Research Institute",GCA_001543055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/055/GCF_001543055.1_ASM154305v1,,
GCF_002224585.1,PRJNA224116,SAMN06711086,,na,553,553,Pantoea ananatis,strain=YJ76,,latest,Complete Genome,Major,Full,42940,ASM222458v1,Beijing Institute of Technology,GCA_002224585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/585/GCF_002224585.1_ASM222458v1,,
GCF_000023605.1,PRJNA224116,SAMN02598478,,representative genome,561230,554,Pectobacterium carotovorum subsp. carotovorum PC1,strain=PC1,,latest,Complete Genome,Major,Full,40001,ASM2360v1,US DOE Joint Genome Institute,GCA_000023605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/605/GCF_000023605.1_ASM2360v1,,
GCF_000294535.1,PRJNA224116,SAMN02603169,,na,1218933,554,Pectobacterium carotovorum subsp. carotovorum PCC21,strain=PCC21,,latest,Complete Genome,Major,Full,41156,ASM29453v1,Daegu University,GCA_000294535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/535/GCF_000294535.1_ASM29453v1,,
GCF_001932635.1,PRJNA224116,SAMN03104805,,na,180957,554,Pectobacterium carotovorum subsp. brasiliense,strain=BC1,,latest,Complete Genome,Major,Full,42739,ASM193263v1,"Institute of Crop Sciences, Chinese Academy of Agricultural Science",GCA_001932635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/635/GCF_001932635.1_ASM193263v1,,
GCF_002068115.1,PRJNA224116,SAMN06605957,,na,180957,554,Pectobacterium carotovorum subsp. brasiliense,strain=SX309,,latest,Complete Genome,Major,Full,42816,ASM206811v1,Chinese Academy of Agricultural Sciences,GCA_002068115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/115/GCF_002068115.1_ASM206811v1,,
GCF_000005845.2,PRJNA57779,SAMN02604091,,reference genome,511145,562,Escherichia coli str. K-12 substr. MG1655,strain=K-12 substr. MG1655,,latest,Complete Genome,Major,Full,41543,ASM584v2,Univ. Wisconsin,GCA_000005845.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2,,
GCF_000007445.1,PRJNA224116,SAMN02604094,,na,199310,562,Escherichia coli CFT073,strain=CFT073,,latest,Complete Genome,Major,Full,37596,ASM744v1,Univ. Wisconsin,GCA_000007445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/445/GCF_000007445.1_ASM744v1,,
GCF_000008865.1,PRJNA57781,SAMN01911278,,reference genome,386585,562,Escherichia coli O157:H7 str. Sakai,strain=Sakai substr. RIMD 0509952,,latest,Complete Genome,Major,Full,38118,ASM886v1,GIRC,GCA_000008865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/865/GCF_000008865.1_ASM886v1,,
GCF_000009565.1,PRJNA224116,SAMEA2272558,,na,469008,562,Escherichia coli BL21(DE3),strain=BL21(DE3),,latest,Complete Genome,Major,Full,40521,ASM956v1,Austrian Center for Biopharmaceutical Technology,GCA_000009565.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/565/GCF_000009565.1_ASM956v1,,
GCF_000010245.2,PRJNA224116,SAMD00061081,,na,316407,562,Escherichia coli str. K-12 substr. W3110,strain=K-12 substr. W3110,,latest,Complete Genome,Major,Full,38740,ASM1024v1,Nara Institute of Science and Technology,GCA_000010245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/245/GCF_000010245.2_ASM1024v1,,
GCF_000010385.1,PRJNA224116,SAMD00061087,,na,409438,562,Escherichia coli SE11,strain=SE11,,latest,Complete Genome,Major,Full,39743,ASM1038v1,Kitasato Institute for Life Sciences,GCA_000010385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/385/GCF_000010385.1_ASM1038v1,,
GCF_000010485.1,PRJNA224116,SAMD00060923,,na,431946,562,Escherichia coli SE15,strain=SE15,,latest,Complete Genome,Major,Full,40161,ASM1048v1,Kitasato University,GCA_000010485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/485/GCF_000010485.1_ASM1048v1,,
GCF_000010745.1,PRJNA224116,SAMD00060956,,na,585395,562,Escherichia coli O103:H2 str. 12009,strain=12009,,latest,Complete Genome,Major,Full,40066,ASM1074v1,"University of Tokyo, Graduate School of Frontier Sciences",GCA_000010745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/745/GCF_000010745.1_ASM1074v1,,
GCF_000010765.1,PRJNA224116,SAMD00060957,,na,585396,562,Escherichia coli O111:H- str. 11128,strain=11128,,latest,Complete Genome,Major,Full,40066,ASM1076v1,"University of Tokyo, Graduate School of Frontier Sciences",GCA_000010765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/765/GCF_000010765.1_ASM1076v1,,
GCF_000013265.1,PRJNA224116,SAMN00000110,,na,364106,562,Escherichia coli UTI89,strain=UTI89,,latest,Complete Genome,Major,Full,38812,ASM1326v1,Washington University (WashU),GCA_000013265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/265/GCF_000013265.1_ASM1326v1,,
GCF_000013305.1,PRJNA224116,SAMN02604181,,na,362663,562,Escherichia coli 536,strain=536,,latest,Complete Genome,Major,Full,38911,ASM1330v1,University of Goettingen,GCA_000013305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/305/GCF_000013305.1_ASM1330v1,,
GCF_000014845.1,PRJNA224116,SAMN02603424,,na,405955,562,Escherichia coli APEC O1,strain=APEC O1,,latest,Complete Genome,Major,Full,38994,ASM1484v1,Iowa State University,GCA_000014845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/845/GCF_000014845.1_ASM1484v1,,
GCF_000017745.1,PRJNA224116,SAMN02604038,,na,331111,562,Escherichia coli O139:H28 str. E24377A,strain=E24377A,,latest,Complete Genome,Major,Full,39336,ASM1774v1,TIGR,GCA_000017745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/745/GCF_000017745.1_ASM1774v1,,
GCF_000017765.1,PRJNA224116,SAMN02604037,,na,331112,562,Escherichia coli HS,strain=HS,,latest,Complete Genome,Major,Full,39335,ASM1776v1,TIGR,GCA_000017765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/765/GCF_000017765.1_ASM1776v1,,
GCF_000017985.1,PRJNA224116,SAMN02603421,,na,413997,562,Escherichia coli B str. REL606,strain=REL606,,latest,Complete Genome,Major,Full,40009,ASM1798v1,International E. coli B Consortium,GCA_000017985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/985/GCF_000017985.1_ASM1798v1,,
GCF_000019385.1,PRJNA224116,SAMN02598405,,na,481805,562,Escherichia coli ATCC 8739,strain=ATCC 8739,,latest,Complete Genome,Major,Full,39518,ASM1938v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000019385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/385/GCF_000019385.1_ASM1938v1,,
GCF_000019425.1,PRJNA224116,SAMN02604262,,na,316385,562,Escherichia coli str. K-12 substr. DH10B,strain=K-12 substr. DH10B,,latest,Complete Genome,Major,Full,39521,ASM1942v1,University of Wisconsin-Madison,GCA_000019425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/425/GCF_000019425.1_ASM1942v1,,
GCF_000019645.1,PRJNA224116,SAMN02604066,,na,439855,562,Escherichia coli SMS-3-5,strain=SMS-3-5,,latest,Complete Genome,Major,Full,39527,ASM1964v1,TIGR,GCA_000019645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/645/GCF_000019645.1_ASM1964v1,,
GCF_000021125.1,PRJNA224116,SAMN02603441,,na,444450,562,Escherichia coli O157:H7 str. EC4115,strain=EC4115,,latest,Complete Genome,Major,Full,39729,ASM2112v1,J. Craig Venter Institute,GCA_000021125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/125/GCF_000021125.1_ASM2112v1,,
GCF_000022225.1,PRJNA224116,SAMN02604255,,na,544404,562,Escherichia coli O157:H7 str. TW14359,strain=TW14359,,latest,Complete Genome,Major,Full,40017,ASM2222v1,University of Washington,GCA_000022225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/225/GCF_000022225.1_ASM2222v1,,
GCF_000022345.1,PRJNA224116,SAMN02603900,,na,595496,562,Escherichia coli BW2952,strain=K-12 substr. BW2952,,latest,Complete Genome,Major,Full,39968,ASM2234v1,"TEDA School of Biological Sciences and Biotechnology, Nankai University",GCA_000022345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/345/GCF_000022345.1_ASM2234v1,,
GCF_000022665.1,PRJNA224116,SAMN02603478,,na,469008,562,Escherichia coli BL21(DE3),strain=BL21(DE3),,latest,Complete Genome,Major,Full,40315,ASM2266v1,Korea Research Institute of Bioscience and Biotechnology,GCA_000022665.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/665/GCF_000022665.1_ASM2266v1,,
GCF_000023365.1,PRJNA224116,SAMN02598470,,na,536056,562,Escherichia coli DH1,strain=DH1,,latest,Complete Genome,Major,Full,40091,ASM2336v1,US DOE Joint Genome Institute,GCA_000023365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/365/GCF_000023365.1_ASM2336v1,,
GCF_000023665.1,PRJNA224116,SAMN00002656,,na,866768,562,Escherichia coli 'BL21-Gold(DE3)pLysS AG',strain=BL21-Gold(DE3)pLysS AG,,latest,Complete Genome,Major,Full,40003,ASM2366v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1,,
GCF_000025165.1,PRJNA224116,SAMN02603636,,na,701177,562,Escherichia coli O55:H7 str. CB9615,strain=CB9615,,latest,Complete Genome,Major,Full,40245,ASM2516v1,Nankai University,GCA_000025165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/165/GCF_000025165.1_ASM2516v1,,
GCF_000025745.1,PRJNA224116,SAMN02603334,,na,714962,562,Escherichia coli IHE3034,strain=IHE3034,,latest,Complete Genome,Major,Full,40280,ASM2574v1,IGS,GCA_000025745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/745/GCF_000025745.1_ASM2574v1,,
GCF_000026245.1,PRJNA224116,SAMEA3138229,,na,585055,562,Escherichia coli 55989,strain=55989,,latest,Complete Genome,Major,Full,39800,ASM2624v1,Institut Pasteur and Genoscope,GCA_000026245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/245/GCF_000026245.1_ASM2624v1,,
GCF_000026265.1,PRJNA224116,SAMEA3138230,,na,585034,562,Escherichia coli IAI1,strain=IAI1,,latest,Complete Genome,Major,Full,39800,ASM2626v1,Genoscope,GCA_000026265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/265/GCF_000026265.1_ASM2626v1,,
GCF_000026345.1,PRJNA59381,SAMEA3138234,,reference genome,585057,562,Escherichia coli IAI39,strain=IAI39,,latest,Complete Genome,Major,Full,39800,ASM2634v1,Genoscope,GCA_000026345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/345/GCF_000026345.1_ASM2634v1,,
GCF_000026545.1,PRJNA224116,SAMEA1705959,,na,574521,562,Escherichia coli O127:H6 str. E2348/69,strain=E2348/69,,latest,Complete Genome,Major,Full,39778,ASM2654v1,Sanger Institute,GCA_000026545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/545/GCF_000026545.1_ASM2654v1,,
GCF_000027125.1,PRJNA224116,SAMEA2272277,,na,216592,562,Escherichia coli 042,strain=042,,latest,Complete Genome,Major,Full,40206,ASM2712v1,Wellcome Trust Sanger Institute,GCA_000027125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/125/GCF_000027125.1_ASM2712v1,,
GCF_000091005.1,PRJNA224116,SAMD00060955,,na,573235,562,Escherichia coli O26:H11 str. 11368,strain=11368,,latest,Complete Genome,Major,Full,40066,ASM9100v1,"University of Tokyo, Graduate School of Frontier Sciences",GCA_000091005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/005/GCF_000091005.1_ASM9100v1,,
GCF_000147855.2,PRJNA224116,SAMN00016779,,na,595495,562,Escherichia coli KO11FL,strain=KO11,,latest,Complete Genome,Major,Full,40588,ASM14785v3,US DOE Joint Genome Institute (JGI-PGF),GCA_000147855.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/855/GCF_000147855.2_ASM14785v3,,
GCF_000148365.1,PRJNA224116,SAMN02603258,,na,655817,562,Escherichia coli ABU 83972,strain=ABU 83972,,latest,Complete Genome,Major,Full,40443,ASM14836v1,Georg-August-University Goettingen,GCA_000148365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/365/GCF_000148365.1_ASM14836v1,,
GCF_000148605.1,PRJNA224116,SAMN00017915,,na,869729,562,Escherichia coli UM146,strain=UM146,,latest,Complete Genome,Major,Full,40445,ASM14860v1,MBRI,GCA_000148605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/605/GCF_000148605.1_ASM14860v1,,
GCF_000183345.1,PRJNA161987,SAMN02603727,,reference genome,685038,562,Escherichia coli O83:H1 str. NRG 857C,strain=NRG 857C,,latest,Complete Genome,Major,Full,40512,ASM18334v1,Public Health Agency of Canada Laboratory for Foodborne Zoonoses,GCA_000183345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/345/GCF_000183345.1_ASM18334v1,,
GCF_000184185.1,PRJNA224116,SAMN02602978,,na,566546,562,Escherichia coli W,strain=W,,latest,Complete Genome,Major,Full,40526,ASM18418v1,AIBN/KRIBB,GCA_000184185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/185/GCF_000184185.1_ASM18418v1,,
GCF_000210475.1,PRJNA224116,SAMEA2272237,,na,316401,562,Escherichia coli ETEC H10407,strain=ETEC H10407,,latest,Complete Genome,Major,Full,40472,ASM21047v1,Wellcome Trust Sanger Institute,GCA_000210475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1,,
GCF_000212715.2,PRJNA224116,SAMN02604221,,na,696406,562,Escherichia coli UMNK88,strain=UMNK88,,latest,Complete Genome,Major,Full,40672,ASM21271v2,University of Minnesota,GCA_000212715.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/715/GCF_000212715.2_ASM21271v2,,
GCF_000219515.2,PRJNA224116,SAMN02469619,,na,1001989,562,Escherichia coli PCN033,strain=PCN033,,latest,Complete Genome,Major,Full,42163,ASM21951v3,Chinese National Human Genome Center at Shanghai,GCA_000219515.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/515/GCF_000219515.2_ASM21951v3,,
GCF_000227625.1,PRJNA224116,SAMN02603406,,na,1072459,562,Escherichia coli O7:K1 str. CE10,strain=CE10,,latest,Complete Genome,Major,Full,40822,ASM22762v1,"Institute of Pathogen Biology, CAMS&PUMC",GCA_000227625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/625/GCF_000227625.1_ASM22762v1,,
GCF_000233875.1,PRJNA224116,SAMN02603902,,na,885276,562,Escherichia coli str. 'clone D i2',strain=clone D i2,,latest,Complete Genome,Major,Full,40850,ASM23387v1,"TEDA School of Biological Sciences and Biotechnology, Nankai University",GCA_000233875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/875/GCF_000233875.1_ASM23387v1,,
GCF_000233895.1,PRJNA224116,SAMN02603903,,na,885275,562,Escherichia coli str. 'clone D i14',strain=clone D i14,,latest,Complete Genome,Major,Full,40850,ASM23389v1,"TEDA School of Biological Sciences and Biotechnology, Nankai University",GCA_000233895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/895/GCF_000233895.1_ASM23389v1,,
GCF_000245515.1,PRJNA224116,SAMN02604278,,na,1048689,562,Escherichia coli O55:H7 str. RM12579,strain=RM12579,,latest,Complete Genome,Major,Full,40940,ASM24551v1,USDA/ARS,GCA_000245515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/515/GCF_000245515.1_ASM24551v1,,
GCF_000257275.1,PRJNA224116,SAMN02603904,,na,910348,562,Escherichia coli P12b,strain=P12b,,latest,Complete Genome,Major,Full,41001,ASM25727v1,"TEDA School of Biological Sciences and Biotechnology, Nankai University",GCA_000257275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/275/GCF_000257275.1_ASM25727v1,,
GCF_000258025.1,PRJNA224116,SAMN02604168,,na,595495,562,Escherichia coli KO11FL,strain=KO11FL,,latest,Complete Genome,Major,Full,41005,ASM25802v1,University of Florida,GCA_000258025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/025/GCF_000258025.1_ASM25802v1,,
GCF_000258145.1,PRJNA224116,SAMN02604169,,na,566546,562,Escherichia coli W,strain=W,,latest,Complete Genome,Major,Full,41005,ASM25814v1,University of Florida,GCA_000258145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/145/GCF_000258145.1_ASM25814v1,,
GCF_000262125.1,PRJNA224116,SAMN02603645,,na,741093,562,Escherichia coli Xuzhou21,strain=Xuzhou21,,latest,Complete Genome,Major,Full,41038,ASM26212v1,"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention",GCA_000262125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/125/GCF_000262125.1_ASM26212v1,,
GCF_000270105.1,PRJNA224116,SAMD00060976,,na,536056,562,Escherichia coli DH1,strain=DH1,,latest,Complete Genome,Major,Full,40528,ASM27010v1,"Symbiotic Network Design Laboratory, Graduate School of Information Science and Technology, Osaka University",GCA_000270105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/105/GCF_000270105.1_ASM27010v1,,
GCF_000284495.1,PRJNA224116,SAMEA3138414,,na,591946,562,Escherichia coli LF82,strain=LF82,,latest,Complete Genome,Major,Full,39840,ASM28449v1,Genoscope,GCA_000284495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/495/GCF_000284495.1_ASM28449v1,,
GCF_000285655.3,PRJNA224116,SAMEA2272019,,na,941322,562,Escherichia coli O25b:H4-ST131,strain=EC958,,latest,Complete Genome,Major,Full,41788,EC958.v1,The University of Queensland,GCA_000285655.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/655/GCF_000285655.3_EC958.v1,,
GCF_000299255.1,PRJNA224116,SAMN01831189,,na,1134782,562,Escherichia coli O104:H4 str. 2009EL-2050,strain=2009EL-2050,,latest,Complete Genome,Major,Full,41177,ASM29925v1,Los Alamos National Laboratory,GCA_000299255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/255/GCF_000299255.1_ASM29925v1,,
GCF_000299455.1,PRJNA176127,SAMN01831188,,reference genome,1133852,562,Escherichia coli O104:H4 str. 2011C-3493,strain=2011C-3493,,latest,Complete Genome,Major,Full,41179,ASM29945v1,Los Alamos National Laboratory,GCA_000299455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1,,
GCF_000299475.1,PRJNA224116,SAMN01831190,,na,1133853,562,Escherichia coli O104:H4 str. 2009EL-2071,strain=2009EL-2071,,latest,Complete Genome,Major,Full,41179,ASM29947v1,Los Alamos National Laboratory,GCA_000299475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/475/GCF_000299475.1_ASM29947v1,,
GCF_000332755.1,PRJNA224116,SAMN02603426,,na,1274814,562,Escherichia coli APEC O78,strain=APEC O78,,latest,Complete Genome,Major,Full,41297,ASM33275v1,Iowa State University,GCA_000332755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/755/GCF_000332755.1_ASM33275v1,,
GCF_000350185.1,PRJNA224116,SAMD00006056,,na,1110693,562,Escherichia coli str. K-12 substr. MDS42,strain=K-12 substr. MDS42,,latest,Complete Genome,Major,Full,40879,ASM35018v1,Osaka University,GCA_000350185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/185/GCF_000350185.1_ASM35018v1,,
GCF_000468515.1,PRJNA224116,SAMN02604176,,na,1335916,562,Escherichia coli LY180,strain=LY180,,latest,Complete Genome,Major,Full,41535,ASM46851v1,University of Florida,GCA_000468515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/515/GCF_000468515.1_ASM46851v1,,
GCF_000493755.1,PRJNA224116,SAMN02603887,,na,1355100,562,Escherichia coli JJ1886,strain=JJ1886,,latest,Complete Genome,Major,Full,41576,ASM49375v1,Statens Serum Institut,GCA_000493755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/755/GCF_000493755.1_ASM49375v1,,
